run,seed,degraded_provider,onset_s,degrade_rate,fail_at_s,t,method,active_provider,accuracy,latency_ms,reliability,utility,failover_event
0,1234,idt2b,12.604,0.11232,26.529,48,availability_based,idt2a,0.95,10.0,0.98,0.944,0
0,1234,idt2b,12.604,0.11232,26.529,49,availability_based,idt2a,0.95,10.0,0.98,0.944,0
0,1234,idt2b,12.604,0.11232,26.529,50,availability_based,idt2a,0.95,10.0,0.98,0.944,0
0,1234,idt2b,12.604,0.11232,26.529,51,availability_based,idt2a,0.95,10.0,0.98,0.944,0
0,1234,idt2b,12.604,0.11232,26.529,52,availability_based,idt2a,0.95,10.0,0.98,0.944,0
0,1234,idt2b,12.604,0.11232,26.529,53,availability_based,idt2a,0.95,10.0,0.98,0.944,0
0,1234,idt2b,12.604,0.11232,26.529,54,availability_based,idt2a,0.95,10.0,0.98,0.944,0
0,1234,idt2b,12.604,0.11232,26.529,55,availability_based,idt2a,0.95,10.0,0.98,0.944,0
0,1234,idt2b,12.604,0.11232,26.529,56,availability_based,idt2a,0.95,10.0,0.98,0.944,0
0,1234,idt2b,12.604,0.11232,26.529,57,availability_based,idt2a,0.95,10.0,0.98,0.944,0
0,1234,idt2b,12.604,0.11232,26.529,58,availability_based,idt2a,0.95,10.0,0.98,0.944,0
0,1234,idt2b,12.604,0.11232,26.529,59,availability_based,idt2a,0.95,10.0,0.98,0.944,0
0,1234,idt2b,12.604,0.11232,26.529,60,availability_based,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,0,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,1,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,2,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,3,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,4,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,5,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,6,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,7,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,8,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,9,qos_aware,idt2a,0.929208,10.4158,0.963366,0.929446,0
1,1235,idt2a,8.669,0.0628,31.24,10,qos_aware,idt2a,0.866407,11.6719,0.913126,0.885485,0
1,1235,idt2a,8.669,0.0628,31.24,11,qos_aware,idt2a,0.803607,12.9279,0.862886,0.841525,0
1,1235,idt2a,8.669,0.0628,31.24,12,qos_aware,idt2a,0.740807,14.1839,0.812645,0.797565,0
1,1235,idt2a,8.669,0.0628,31.24,13,qos_aware,idt2a,0.678006,15.4399,0.762405,0.753604,0
1,1235,idt2a,8.669,0.0628,31.24,14,qos_aware,idt2a,0.615206,16.6959,0.712164,0.709644,0
1,1235,idt2a,8.669,0.0628,31.24,15,qos_aware,idt2a,0.552405,17.9519,0.661924,0.665684,0
1,1235,idt2a,8.669,0.0628,31.24,16,qos_aware,idt2a,0.489605,19.2079,0.611684,0.621723,0
1,1235,idt2a,8.669,0.0628,31.24,17,qos_aware,idt2a,0.426804,20.4639,0.561443,0.577763,0
1,1235,idt2a,8.669,0.0628,31.24,18,qos_aware,idt2b,0.85,15.0,0.95,0.88,1
1,1235,idt2a,8.669,0.0628,31.24,19,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,20,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,21,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,22,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,23,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,24,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,25,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,26,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,27,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,28,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,29,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,30,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,31,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,32,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,33,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,34,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,35,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,36,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,37,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,38,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,39,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,40,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,41,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,42,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,43,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,44,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,45,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,46,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,47,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,48,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,49,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,50,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,51,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,52,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,53,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,54,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,55,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,56,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,57,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,58,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,59,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,60,qos_aware,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,0,availability_based,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,1,availability_based,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,2,availability_based,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,3,availability_based,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,4,availability_based,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,5,availability_based,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,6,availability_based,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,7,availability_based,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,8,availability_based,idt2a,0.95,10.0,0.98,0.944,0
1,1235,idt2a,8.669,0.0628,31.24,9,availability_based,idt2a,0.929208,10.4158,0.963366,0.929446,0
1,1235,idt2a,8.669,0.0628,31.24,10,availability_based,idt2a,0.866407,11.6719,0.913126,0.885485,0
1,1235,idt2a,8.669,0.0628,31.24,11,availability_based,idt2a,0.803607,12.9279,0.862886,0.841525,0
1,1235,idt2a,8.669,0.0628,31.24,12,availability_based,idt2a,0.740807,14.1839,0.812645,0.797565,0
1,1235,idt2a,8.669,0.0628,31.24,13,availability_based,idt2a,0.678006,15.4399,0.762405,0.753604,0
1,1235,idt2a,8.669,0.0628,31.24,14,availability_based,idt2a,0.615206,16.6959,0.712164,0.709644,0
1,1235,idt2a,8.669,0.0628,31.24,15,availability_based,idt2a,0.552405,17.9519,0.661924,0.665684,0
1,1235,idt2a,8.669,0.0628,31.24,16,availability_based,idt2a,0.489605,19.2079,0.611684,0.621723,0
1,1235,idt2a,8.669,0.0628,31.24,17,availability_based,idt2a,0.426804,20.4639,0.561443,0.577763,0
1,1235,idt2a,8.669,0.0628,31.24,18,availability_based,idt2a,0.364004,21.7199,0.511203,0.533803,0
1,1235,idt2a,8.669,0.0628,31.24,19,availability_based,idt2a,0.301203,22.9759,0.460963,0.489842,0
1,1235,idt2a,8.669,0.0628,31.24,20,availability_based,idt2a,0.238403,24.2319,0.410722,0.445882,0
1,1235,idt2a,8.669,0.0628,31.24,21,availability_based,idt2a,0.175602,25.488,0.360482,0.401922,0
1,1235,idt2a,8.669,0.0628,31.24,22,availability_based,idt2a,0.112802,26.744,0.310241,0.357961,0
1,1235,idt2a,8.669,0.0628,31.24,23,availability_based,idt2a,0.050001,28.0,0.260001,0.314001,0
1,1235,idt2a,8.669,0.0628,31.24,24,availability_based,idt2a,0.0,29.256,0.209761,0.27516,0
1,1235,idt2a,8.669,0.0628,31.24,25,availability_based,idt2a,0.0,30.512,0.15952,0.25632,0
1,1235,idt2a,8.669,0.0628,31.24,26,availability_based,idt2b,0.85,15.0,0.95,0.88,1
1,1235,idt2a,8.669,0.0628,31.24,27,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,28,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,29,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,30,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,31,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,32,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,33,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,34,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,35,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,36,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,37,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,38,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,39,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,40,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,41,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,42,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,43,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,44,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,45,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,46,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,47,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,48,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,49,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,50,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,51,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,52,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,53,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,54,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,55,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,56,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,57,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,58,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,59,availability_based,idt2b,0.85,15.0,0.95,0.88,0
1,1235,idt2a,8.669,0.0628,31.24,60,availability_based,idt2b,0.85,15.0,0.95,0.88,0
2,1236,idt2b,24.416,0.04741,36.782,0,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
2,1236,idt2b,24.416,0.04741,36.782,1,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
2,1236,idt2b,24.416,0.04741,36.782,2,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
2,1236,idt2b,24.416,0.04741,36.782,3,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
2,1236,idt2b,24.416,0.04741,36.782,4,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
2,1236,idt2b,24.416,0.04741,36.782,5,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
2,1236,idt2b,24.416,0.04741,36.782,6,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
2,1236,idt2b,24.416,0.04741,36.782,7,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
2,1236,idt2b,24.416,0.04741,36.782,8,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
2,1236,idt2b,24.416,0.04741,36.782,9,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
2,1236,idt2b,24.416,0.04741,36.782,10,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
2,1236,idt2b,24.416,0.04741,36.782,11,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
2,1236,idt2b,24.416,0.04741,36.782,12,qos_aware,idt2a,0.95,10.0,0.98,0.944,0
